
0,-87.7155,-69.1093,1589.48,-211.804,-63.6701,1597.16,-62.0274,32.3472,1557.34,-220.353,57.1188,1570.87,-146.44,116.483,1365.83,-143.82,137.676,1181.53,-144.659,-43.6445,1305.15,-136.881,-80.2546,1160.21,-208.68,149.372,1282.77,-21.01,62.4268,1398.88,131.939,100.382,1323.3,252.455,90.0132,1300.17,355.805,106.211,1294.82,488.875,56.5324,1289.62,473.962,119.736,1271.4,542.278,109.086,1278.98,-256.364,61.104,1387.72,-426.228,96.3131,1340.47,-563.02,88.2304,1313.16,-656.721,109.946,1336.74,-795.237,65.6059,1319.41,-778.538,132.345,1318.73,-852.958,110.876,1323.28,-31.2314,-57.8589,918.188,-287.806,-57.0998,908.967,-121.493,116.071,978.618,-208.521,108.483,982.354,17.2072,30.36,666.076,1.63075,64.4737,449.8,3.39408,102.556,323.379,-16.6222,111.938,62.0558,-79.6702,169.521,24.8967,-66.7085,-63.7791,26.4241,-332.174,30.4589,591.28,-335.373,59.6126,437.082,-340.017,79.6068,330.249,-325.172,92.5465,40.5668,-265.287,142.78,46.3704,-298.187,-85.9659,31.1619
0.01,-87.6935,-69.076,1589.48,-211.75,-63.5774,1597.16,-61.9661,32.4593,1557.4,-220.312,57.2157,1570.94,-146.369,116.659,1365.88,-143.734,137.725,1181.54,-144.604,-43.4722,1305.17,-136.818,-80.1152,1160.27,-208.547,149.489,1282.8,-20.9352,62.5713,1398.92,132.024,100.446,1323.29,252.555,90.0876,1300.16,355.885,106.255,1294.81,488.955,56.5781,1289.54,474.034,119.745,1271.37,542.394,109.086,1278.95,-256.302,61.2708,1387.74,-426.189,96.4769,1340.41,-562.918,88.3424,1313.06,-656.668,110.062,1336.62,-795.144,65.6987,1319.33,-778.418,132.366,1318.59,-852.882,110.971,1323.19,-31.1656,-57.8262,918.222,-287.742,-57.0312,909.063,-121.316,116.116,978.624,-208.36,108.569,982.38,17.2653,30.2854,666.064,1.6097,64.3768,449.827,3.39056,102.465,323.402,-16.6341,111.918,62.0757,-79.6868,169.522,24.92,-66.7159,-63.7529,26.4007,-332.072,30.3756,591.342,-335.161,59.4029,437.1,-339.924,79.4136,330.3,-325.169,92.5384,40.6103,-265.276,142.804,46.3764,-298.211,-86.0082,31.1156
0.02,-87.6849,-69.0167,1589.46,-211.732,-63.4898,1597.16,-61.9296,32.553,1557.44,-220.217,57.3464,1570.99,-146.254,116.815,1365.91,-143.659,137.757,1181.56,-144.536,-43.3424,1305.21,-136.755,-80.0116,1160.3,-208.426,149.598,1282.79,-20.8332,62.721,1398.94,132.104,100.555,1323.32,252.656,90.1534,1300.15,355.97,106.316,1294.77,489.05,56.596,1289.47,474.127,119.8,1271.3,542.417,109.155,1278.86,-256.245,61.4321,1387.78,-426.056,96.4925,1340.21,-562.819,88.5001,1312.98,-656.6,110.231,1336.58,-795.067,65.8143,1319.27,-778.337,132.463,1318.47,-852.769,111.088,1323.1,-31.1392,-57.6851,918.215,-287.621,-56.8885,909.185,-121.176,116.185,978.626,-208.191,108.634,982.383,17.33,30.1862,666.055,1.59994,64.2137,449.805,3.35051,102.348,323.403,-16.6434,111.896,62.0975,-79.6908,169.521,24.935,-66.7236,-63.7688,26.4127,-331.919,30.2581,591.418,-335.178,59.1149,437.224,-339.874,79.1575,330.338,-325.139,92.5051,40.5788,-265.279,142.826,46.3973,-298.241,-86.0224,31.017
0.03,-87.6463,-68.9226,1589.49,-211.697,-63.4025,1597.17,-61.8636,32.6094,1557.53,-220.17,57.4459,1571.08,-146.144,116.998,1365.99,-143.558,137.763,1181.62,-144.464,-43.2065,1305.26,-136.682,-79.8468,1160.39,-208.263,149.718,1282.81,-20.7405,62.8905,1399.03,132.19,100.677,1323.36,252.711,90.2547,1300.19,356.039,106.356,1294.73,489.121,56.5801,1289.43,474.221,119.795,1271.2,542.538,109.144,1278.75,-256.156,61.6165,1387.81,-426.01,96.8891,1340.32,-562.715,88.6596,1312.94,-656.475,110.343,1336.5,-794.977,65.8734,1319.19,-778.246,132.584,1318.39,-852.684,111.179,1323,-31.0384,-57.5734,918.295,-287.534,-56.7493,909.309,-121.012,116.231,978.652,-208.016,108.75,982.439,17.4201,30.0991,666.088,1.55171,64.0239,449.796,3.29022,102.204,323.422,-16.6581,111.89,62.1205,-79.7225,169.49,24.9227,-66.7479,-63.7582,26.4103,-331.789,30.0987,591.511,-334.967,58.6985,437.233,-339.794,78.7905,330.406,-325.143,92.5059,40.5813,-265.301,142.819,46.4115,-298.281,-86.0698,30.9638
0.04,-87.6055,-68.8597,1589.53,-211.683,-63.2754,1597.19,-61.7846,32.6993,1557.65,-220.109,57.5972,1571.18,-146.005,117.192,1366.07,-143.411,137.832,1181.66,-144.337,-42.9808,1305.33,-136.603,-79.6857,1160.45,-208.089,149.875,1282.84,-20.5996,63.0367,1399.12,132.302,100.742,1323.37,252.858,90.3505,1300.15,356.154,106.41,1294.67,489.277,56.6387,1289.31,474.328,119.808,1271.09,542.622,109.16,1278.65,-256.033,61.8327,1387.85,-425.875,96.999,1340.28,-562.581,88.8031,1312.89,-656.365,110.487,1336.42,-794.802,65.9924,1319.06,-778.12,132.668,1318.25,-852.55,111.249,1322.86,-30.8475,-57.5424,918.444,-287.412,-56.5878,909.467,-120.867,116.383,978.688,-207.806,108.802,982.486,17.4484,29.9866,666.095,1.45363,63.7158,449.79,3.22949,101.983,323.434,-16.6748,111.839,62.156,-79.7362,169.488,24.9728,-66.7557,-63.7636,26.4105,-331.586,29.8761,591.583,-334.753,58.1378,437.253,-339.646,78.3895,330.47,-325.146,92.4616,40.6015,-265.323,142.783,46.4649,-298.294,-86.0753,30.8603
0.05,-87.5874,-68.7931,1589.58,-211.631,-63.163,1597.21,-61.7273,32.7971,1557.76,-219.995,57.7265,1571.3,-145.846,117.35,1366.15,-143.254,137.968,1181.78,-144.219,-42.7371,1305.4,-136.516,-79.5303,1160.55,-207.897,150.095,1282.93,-20.4646,63.2064,1399.2,132.475,100.847,1323.39,253.005,90.3908,1300.15,356.239,106.401,1294.58,489.361,56.6468,1289.21,474.47,119.825,1270.94,542.746,109.155,1278.5,-255.892,62.0753,1387.94,-425.705,97.1547,1340.23,-562.419,88.9834,1312.84,-656.296,110.736,1336.4,-794.585,66.0854,1318.89,-777.98,132.794,1318.13,-852.4,111.355,1322.74,-30.7259,-57.3975,918.532,-287.287,-56.4216,909.622,-120.686,116.515,978.721,-207.586,108.909,982.57,17.5341,29.8771,666.091,1.31009,63.3436,449.773,3.09976,101.741,323.465,-16.7192,111.812,62.2088,-79.7494,169.482,25.0131,-66.7777,-63.799,26.4235,-331.384,29.6204,591.67,-334.468,57.5919,437.263,-339.465,77.8977,330.521,-325.123,92.4271,40.6344,-265.337,142.781,46.483,-298.317,-86.1123,30.765
0.06,-87.521,-68.6763,1589.65,-211.584,-63.0341,1597.26,-61.6277,32.9131,1557.91,-219.901,57.8508,1571.41,-145.633,117.577,1366.29,-143.037,138.142,1181.88,-144.063,-42.4858,1305.5,-136.369,-79.3428,1160.67,-207.689,150.31,1283,-20.2843,63.4032,1399.3,132.608,100.972,1323.4,253.176,90.4326,1300.11,356.392,106.493,1294.51,489.517,56.6838,1289.03,474.597,119.832,1270.81,542.878,109.163,1278.33,-255.76,62.3516,1388.01,-425.565,97.3361,1340.23,-562.251,89.1835,1312.83,-656.029,110.804,1336.19,-794.434,66.2336,1318.8,-777.83,132.956,1318,-852.232,111.461,1322.6,-30.7263,-57.1232,918.575,-287.19,-56.2059,909.813,-120.484,116.709,978.825,-207.399,109.113,982.722,17.6056,29.7647,666.113,1.16496,62.9607,449.716,2.94995,101.375,323.508,-16.7547,111.782,62.2469,-79.7795,169.46,25.034,-66.7829,-63.7948,26.423,-331.198,29.3587,591.773,-334.13,56.9614,437.34,-339.262,77.3922,330.659,-325.127,92.406,40.6732,-265.338,142.781,46.5672,-298.345,-86.176,30.6273
0.07,-87.462,-68.5809,1589.73,-211.49,-62.8771,1597.32,-61.5187,33.0723,1558.08,-219.798,58.0316,1571.57,-145.401,117.775,1366.43,-142.798,138.307,1182.01,-143.863,-42.2201,1305.58,-136.205,-79.0837,1160.81,-207.417,150.56,1283.13,-20.0589,63.5756,1399.42,132.801,101.123,1323.46,253.331,90.5217,1300.13,356.561,106.541,1294.47,489.689,56.6822,1288.91,474.761,119.811,1270.65,543.071,109.181,1278.12,-255.547,62.6109,1388.12,-425.401,97.5994,1340.28,-562.048,89.3826,1312.75,-655.827,111.032,1336.12,-794.283,66.3967,1318.73,-777.634,133.14,1317.87,-852.036,111.621,1322.47,-30.5888,-56.9379,918.724,-287.073,-56.0271,909.995,-120.283,116.91,978.955,-207.196,109.297,982.836,17.6416,29.6531,666.135,0.970722,62.4957,449.699,2.73463,100.993,323.53,-16.8087,111.752,62.3212,-79.816,169.458,25.0566,-66.8028,-63.7784,26.417,-330.912,29.0535,591.876,-333.669,56.2512,437.38,-339.017,76.8421,330.786,-325.136,92.369,40.7011,-265.344,142.782,46.6415,-298.393,-86.208,30.4696
0.08,-87.3857,-68.4529,1589.82,-211.37,-62.7007,1597.4,-61.3842,33.1609,1558.29,-219.633,58.2187,1571.73,-145.172,118.009,1366.57,-142.518,138.565,1182.16,-143.659,-41.9976,1305.71,-135.967,-78.7866,1160.94,-207.153,150.839,1283.27,-19.8105,63.8073,1399.57,133.032,101.264,1323.49,253.538,90.5905,1300.16,356.818,106.623,1294.42,489.746,56.7484,1288.68,474.998,119.827,1270.49,543.258,109.178,1277.89,-255.353,62.8724,1388.27,-425.18,97.8772,1340.31,-561.761,89.6235,1312.73,-655.574,111.186,1335.99,-794.06,66.5999,1318.58,-777.4,133.351,1317.74,-851.828,111.809,1322.35,-30.318,-56.7441,918.957,-286.883,-55.7718,910.257,-120.052,117.191,979.068,-206.948,109.474,982.953,17.7138,29.5518,666.139,0.737683,61.9726,449.677,2.51266,100.553,323.565,-16.8895,111.702,62.3479,-79.8777,169.416,25.1055,-66.835,-63.7994,26.4291,-330.588,28.6596,592.012,-333.347,55.5878,437.522,-338.732,76.2717,330.968,-325.124,92.2978,40.7328,-265.364,142.726,46.7397,-298.462,-86.2425,30.2743
0.09,-87.2441,-68.2795,1589.95,-211.246,-62.474,1597.48,-61.1908,33.3703,1558.51,-219.465,58.4687,1571.89,-144.928,118.285,1366.74,-142.266,138.842,1182.32,-143.421,-41.6987,1305.85,-135.732,-78.6028,1161.17,-206.885,151.134,1283.43,-19.5274,64.0877,1399.74,133.261,101.443,1323.57,253.773,90.6827,1300.18,357.051,106.672,1294.37,490.046,56.7133,1288.6,475.254,119.809,1270.37,543.499,109.158,1277.7,-255.129,63.1903,1388.39,-424.925,98.0979,1340.3,-561.514,89.8788,1312.74,-655.375,111.521,1335.99,-793.766,66.8419,1318.46,-777.168,133.578,1317.62,-851.536,112.039,1322.21,-30.0606,-56.4326,919.133,-286.638,-55.4475,910.528,-119.822,117.49,979.188,-206.692,109.826,983.156,17.7532,29.4136,666.163,0.533325,61.4176,449.696,2.31218,100.021,323.628,-16.9655,111.66,62.4385,-79.9113,169.415,25.152,-66.8827,-63.8164,26.4284,-330.197,28.2995,592.136,-332.966,54.8498,437.675,-338.421,75.6388,331.096,-325.109,92.2642,40.7838,-265.365,142.679,46.8141,-298.528,-86.2843,30.1586
